variable,fold,segment,quartile,n,p_y_positive,mean_log1p_y,strongest_signed_residual,etx_loss_minus_seq_loss
current_gap_ratio,2025-10-16,all,4,49374,0.6020982703447159,2.619627538769639,0.016078047737238133,-0.008213145684091672
current_gap_ratio,2025-10-16,rec_buy_15_60,1,14029,0.6065293320977975,2.3593897066853016,-0.00595663196345796,0.0011213994483161625
current_gap_ratio,2025-10-16,rec_buy_15_60,2,14038,0.5898276107707651,2.3041370376224872,-0.04886469882620621,0.002436018686948878
current_gap_ratio,2025-10-16,rec_buy_15_60,3,14032,0.5927166476624858,2.3491037631303575,0.006175345001604339,-0.008648391196790006
current_gap_ratio,2025-10-16,rec_buy_15_60,4,14046,0.5810907019792112,2.3494333400634737,0.014617334350020328,-0.004200370856509508
current_gap_ratio,2025-10-16,w180_days_buy_2_15,1,27849,0.6489640561600057,2.5448929488686125,0.0027496261364021715,-0.005503037165041398
current_gap_ratio,2025-10-16,w180_days_buy_2_15,2,27864,0.6412575366063739,2.5208221092016942,-0.014035687528244342,-0.004037147332457665
current_gap_ratio,2025-10-16,w180_days_buy_2_15,3,27856,0.636200459506031,2.5353916481651058,0.007637720066498486,-0.004092157735082377
current_gap_ratio,2025-10-16,w180_days_buy_2_15,4,27872,0.628300803673938,2.548175462616407,0.030605352806975832,-0.011345876956343835
current_gap_ratio,2025-10-16,intersection,1,11414,0.6046959873839145,2.302443271257133,-0.002624814170279466,0.0018911589810736039
current_gap_ratio,2025-10-16,intersection,2,11418,0.5885444035733053,2.248579431805,-0.04715326205108764,-0.000742991007162791
current_gap_ratio,2025-10-16,intersection,3,11415,0.5929916776171704,2.301389892875577,0.013613583681141895,-0.005215671016974892
current_gap_ratio,2025-10-16,intersection,4,11420,0.582399299474606,2.309170804547749,0.02713115419616493,-0.003465382685148451
current_gap_ratio,2025-10-16,w180_days_buy_0_1,1,10665,0.21068917018284106,0.7322053404828403,-0.052524631748679454,-0.004009171618615206
current_gap_ratio,2025-10-16,w180_days_buy_0_1,2,10679,0.20657364921809157,0.7295848899254359,-0.03220417790098846,-0.0031319895224583296
current_gap_ratio,2025-10-16,w180_days_buy_0_1,3,10671,0.20513541373816888,0.7331370879182056,-0.005433331482848112,-0.004278037992173881
current_gap_ratio,2025-10-16,w180_days_buy_0_1,4,10683,0.19516989609660207,0.6876498137916376,-0.024664598709127444,0.00166309866362446
current_gap_ratio,2025-10-16,w180_days_buy_16plus,1,10804,0.9579785264716771,4.787962577151036,0.013590052153624285,-0.00977752550338031
current_gap_ratio,2025-10-16,w180_days_buy_16plus,2,10809,0.9537422518271811,4.758485054544683,-0.012045700289981072,-0.005643283741065842
current_gap_ratio,2025-10-16,w180_days_buy_16plus,3,10808,0.9505921539600296,4.787122314393669,0.023441889756475622,-0.012334419957227833
current_gap_ratio,2025-10-16,w180_days_buy_16plus,4,10819,0.936408170810611,4.711394828027692,0.018883172525369606,-0.009894671920013583
current_gap_ratio,2025-10-16,never_purchased,1,5663,0.12678792159632704,0.4407236512871354,-0.061863083224139886,-0.009127357086092275
