episode,existing,spearman,best_existing
last_burst_slope,dlog_gmv_7_14,0.07733082598449788,
last_burst_slope,dlog_buyd_7_14,0.0687460406367625,
last_burst_slope,trend_gmv_7_30,0.188932046220996,
last_burst_slope,trend_pres_7_30,0.003809870823864459,
last_burst_slope,trend_srch_7_30,0.04210466179750501,
last_burst_slope,dlog_gmv_7_30,0.13196757681021917,
last_burst_slope,dlog_buyd_7_30,0.10172456428498564,
last_burst_slope,trend_gmv_14_30,0.086562784859055,
last_burst_slope,trend_pres_14_30,-0.002544657505972144,
last_burst_slope,trend_srch_14_30,0.02211428747982551,
last_burst_slope,dlog_gmv_14_30,0.0813993382917283,
last_burst_slope,dlog_buyd_14_30,0.06774406727116011,
last_burst_slope,trend_gmv_30_60,0.02467943882176204,
last_burst_slope,trend_pres_30_60,-0.008604416666104486,
last_burst_slope,trend_srch_30_60,0.0055059722270315355,
last_burst_slope,dlog_gmv_30_60,0.037700758097271,
last_burst_slope,dlog_buyd_30_60,0.028660264967147662,
last_burst_slope,trend_gmv_30_90,0.026662675098636058,
last_burst_slope,trend_pres_30_90,-0.00962323529807769,
last_burst_slope,trend_srch_30_90,0.004422566149389249,
last_burst_slope,dlog_gmv_30_90,0.03785655647166106,
last_burst_slope,dlog_buyd_30_90,0.026781786885831046,
last_burst_slope,trend_gmv_60_180,0.0024537036723005392,
last_burst_slope,trend_pres_60_180,-0.008289455507746206,
last_burst_slope,trend_srch_60_180,-0.0021583047668157314,
last_burst_slope,dlog_gmv_60_180,0.010790658978814314,
last_burst_slope,dlog_buyd_60_180,0.0037053425762379674,
last_burst_slope,trend_gmv_90_365,-0.002255206014953089,
last_burst_slope,trend_pres_90_365,-0.007588126090510857,
last_burst_slope,trend_srch_90_365,-0.004322577272826685,
last_burst_slope,dlog_gmv_90_365,0.0050692210480251815,
last_burst_slope,dlog_buyd_90_365,0.0002776328199843723,
last_burst_slope,__MAX_ABS__,0.188932046220996,trend_gmv_7_30
