variable,fold,bin,n,residual_mean,residual_std
recency_last_catalog_purchase,2025-09-04,4,8702,0.03491750659202389,1.7942602172792077
recency_last_catalog_purchase,2025-09-04,5,17980,0.03402885060041502,1.794857074055588
recency_last_catalog_purchase,2025-09-04,6,132336,-0.009999482242313373,1.7747132964780437
recency_last_catalog_purchase,2025-09-18,0,5124,0.06614168700645029,1.584185836575396
recency_last_catalog_purchase,2025-09-18,1,4617,0.026132608937241085,1.6233610675768402
recency_last_catalog_purchase,2025-09-18,2,7852,-0.0032466570464738504,1.6827329107028384
recency_last_catalog_purchase,2025-09-18,3,12192,0.0029910089968455482,1.7321431373816851
recency_last_catalog_purchase,2025-09-18,4,9046,0.04364701270898198,1.7691162584673825
recency_last_catalog_purchase,2025-09-18,5,17677,0.05352967783391812,1.7899736222265488
recency_last_catalog_purchase,2025-09-18,6,134517,-0.01346753854368263,1.7736211139122489
recency_last_catalog_purchase,2025-10-02,0,5052,0.04254999511054679,1.57306931842738
recency_last_catalog_purchase,2025-10-02,1,4977,0.062261821419844,1.6076233579826913
recency_last_catalog_purchase,2025-10-02,2,7658,-3.6754009111095404e-05,1.688932493836941
recency_last_catalog_purchase,2025-10-02,3,12437,0.0018684070447466787,1.742258104659159
recency_last_catalog_purchase,2025-10-02,4,9420,0.007965695772759563,1.7688893783389985
recency_last_catalog_purchase,2025-10-02,5,17729,0.039942226662459786,1.7892538129000197
recency_last_catalog_purchase,2025-10-02,6,136421,-0.00975632906515083,1.7567007838353927
recency_last_catalog_purchase,2025-10-16,0,5826,0.031350502323104566,1.579949642207065
recency_last_catalog_purchase,2025-10-16,1,4979,0.03118952342600918,1.6338841853313395
recency_last_catalog_purchase,2025-10-16,2,7837,0.022327427011434697,1.6907973290468679
recency_last_catalog_purchase,2025-10-16,3,12284,0.025263686933732647,1.7220346404195928
recency_last_catalog_purchase,2025-10-16,4,9685,0.04389838277944081,1.7375307695925715
recency_last_catalog_purchase,2025-10-16,5,18293,0.011465728640639892,1.7774011721034089
recency_last_catalog_purchase,2025-10-16,6,138475,-0.010530119160117103,1.7512971050734487
recency_last_catalog_purchase,wcv_weighted,0,20874,0.04120731529468419,1.579581825571226
recency_last_catalog_purchase,wcv_weighted,1,19663,0.034804989866256415,1.6297259734552736
recency_last_catalog_purchase,wcv_weighted,2,31137,0.012113311254838086,1.6907891130104349
recency_last_catalog_purchase,wcv_weighted,3,48661,0.014799471798818348,1.730777950571529
recency_last_catalog_purchase,wcv_weighted,4,36853,0.0336936971167637,1.753784113431272
recency_last_catalog_purchase,wcv_weighted,5,71679,0.02613628154846867,1.7834911112303256
recency_last_catalog_purchase,wcv_weighted,6,541749,-0.010680450948577398,1.7573056296894223
recency_difference,2025-09-04,0,127597,-0.0041211889962873794,1.8495024371438136
recency_difference,2025-09-04,1,11724,0.0064408887212611884,1.7256762360274098
recency_difference,2025-09-04,2,11700,0.01644125250954749,1.6896341516927031
recency_difference,2025-09-04,3,30752,0.011429669456693955,1.393421295802497
recency_difference,2025-09-04,4,2889,0.0026554679005954514,1.9114026409971685
recency_difference,2025-09-04,5,1320,-0.024985698033159556,1.9467281909519887
recency_difference,2025-09-04,6,2536,-0.026871271418681737,1.8275417645623868
recency_difference,2025-09-18,0,130059,-0.005091086820739723,1.842306218883804
recency_difference,2025-09-18,1,11872,0.024587975880123153,1.6996130653268562
recency_difference,2025-09-18,2,11864,0.0032409913164643217,1.662847469398622
recency_difference,2025-09-18,3,30287,0.011891738021592891,1.391250676119984
recency_difference,2025-09-18,4,3028,-0.002126452939670353,1.9059358345144228
recency_difference,2025-09-18,5,1342,-0.06069443205674965,1.9124122002868478
recency_difference,2025-09-18,6,2573,0.023127807249403616,1.8680298579910886
recency_difference,2025-10-02,0,132748,0.0008446056811512648,1.8257992546178325
recency_difference,2025-10-02,1,12044,0.012284062590074144,1.7003935360975926
recency_difference,2025-10-02,2,11730,-0.018363577070304005,1.6637851624806868
recency_difference,2025-10-02,3,30105,-0.0058582913646562295,1.3812101008738131
recency_difference,2025-10-02,4,3036,0.059645071595030685,1.893464336238618
recency_difference,2025-10-02,5,1408,-0.025840741697704086,1.9038399618259492
recency_difference,2025-10-02,6,2623,-0.004955782417397696,1.852794559486969
recency_difference,2025-10-16,0,135763,-0.0012023582053178688,1.819008259919612
recency_difference,2025-10-16,1,11888,0.018864066309919866,1.6862147753660086
recency_difference,2025-10-16,2,11892,0.017659039469870796,1.6491910796313805
recency_difference,2025-10-16,3,30545,-0.00849844594317015,1.371347068785373
recency_difference,2025-10-16,4,3111,-0.020856663409213005,1.8659810768070133
recency_difference,2025-10-16,5,1483,0.031109725244495307,1.9087979366590135
recency_difference,2025-10-16,6,2697,0.002711467565121632,1.8683847596339869
recency_difference,wcv_weighted,0,526167,-0.0013637300118589787,1.8259390957705084
recency_difference,wcv_weighted,1,47528,0.017012766417376098,1.6945932736963039
recency_difference,wcv_weighted,2,47186,0.006025421740432602,1.657802001622381
recency_difference,wcv_weighted,3,121689,-0.003644546736043271,1.378250418002925
recency_difference,wcv_weighted,4,12064,0.004592420928392531,1.8820001600673775
recency_difference,wcv_weighted,5,5553,0.0008239605187015531,1.9107027799015903
recency_difference,wcv_weighted,6,10429,0.001420060154786941,1.8615688540524147
dominant_historical_channel,2025-09-04,-1,37667,0.00666195048804014,1.4732870292158955
dominant_historical_channel,2025-09-04,0,4338,-0.04279171626632886,1.922754585722534
dominant_historical_channel,2025-09-04,1,7439,0.015671366116546938,1.8383979679763314
dominant_historical_channel,2025-09-04,2,139074,-0.0013074338759556025,1.8296761558861587
dominant_historical_channel,2025-09-18,-1,37882,-0.0046650894942950735,1.4909714958202474
dominant_historical_channel,2025-09-18,0,4323,0.0036078535569030617,1.9399728269463108
dominant_historical_channel,2025-09-18,1,7523,0.020825715266759286,1.809484267381313
dominant_historical_channel,2025-09-18,2,141297,3.152447217244971e-05,1.8178838027170676
dominant_historical_channel,2025-10-02,-1,38190,-0.033838474418594,1.4714647500854874
dominant_historical_channel,2025-10-02,0,4353,0.04613247396603773,1.9013640145342243
dominant_historical_channel,2025-10-02,1,7690,0.016929598171519327,1.8302425936174007
dominant_historical_channel,2025-10-02,2,143461,0.006700692654679319,1.8061807504720429
dominant_historical_channel,2025-10-16,-1,38767,-0.025473316580945753,1.4613957363029952
dominant_historical_channel,2025-10-16,0,4419,0.02762127186126257,1.9555189145068481
dominant_historical_channel,2025-10-16,1,8030,0.039974043876420264,1.8183997808990224
dominant_historical_channel,2025-10-16,2,146163,0.003725115735247201,1.7973517907546883
dominant_historical_channel,wcv_weighted,-1,152506,-0.02274144033093488,1.4689341413961279
dominant_historical_channel,wcv_weighted,0,17433,0.024528536004895362,1.937029902976067
dominant_historical_channel,wcv_weighted,1,30682,0.029804991948058978,1.8217166478875306
dominant_historical_channel,wcv_weighted,2,569995,0.0036925843723306243,1.8046181519529934
historical_switch_30_90,2025-09-04,0,145444,0.003128779725292603,1.7158432154167198
historical_switch_30_90,2025-09-04,1,43074,-0.010563397428133925,1.9292366687394615
historical_switch_30_90,2025-09-18,0,146027,0.009488801048213933,1.7075338188318099
historical_switch_30_90,2025-09-18,1,44998,-0.030792949701487826,1.9220735854746143
historical_switch_30_90,2025-10-02,0,146560,0.012780747890759055,1.69233808305006
historical_switch_30_90,2025-10-02,1,47134,-0.03974087518287554,1.9125641176929682
historical_switch_30_90,2025-10-16,0,150370,0.005519719706561547,1.6900704583053794
historical_switch_30_90,2025-10-16,1,47009,-0.017656198861402565,1.8957065478543285
historical_switch_30_90,wcv_weighted,0,588401,0.007813604661343508,1.6947723828781722
historical_switch_30_90,wcv_weighted,1,182215,-0.024940355120132516,1.9059681785750013
historical_switch_90_180,2025-09-04,0,167723,-0.00104114699271583,1.7599549899949742
historical_switch_90_180,2025-09-04,1,20795,0.008400036287823699,1.8217796294810937
historical_switch_90_180,2025-09-18,0,170340,-0.0004544608709010337,1.7523438967451408
historical_switch_90_180,2025-09-18,1,20685,0.003742463850581029,1.8263615599358802
historical_switch_90_180,2025-10-02,0,172744,0.001545653362326566,1.7407309573043295
historical_switch_90_180,2025-10-02,1,20950,-0.01274474197717182,1.812392945051953
historical_switch_90_180,2025-10-16,0,176183,0.00022365289462888998,1.731712546656843
historical_switch_90_180,2025-10-16,1,21196,-0.0018590223596157299,1.8188450092052324
historical_switch_90_180,wcv_weighted,0,686990,0.00040161639584909464,1.738767978222562
historical_switch_90_180,wcv_weighted,1,83626,-0.003320055253413411,1.8183426032037262
