feature,is_b1,mean_abs_shap,mean_shap,mean_value,std_value
gmv_cat_sum_120d,False,0.0005586402294464834,2.354770898963375e-05,26.579125210012087,154.49493110704174
gmv_search_max_all,False,0.0005502232518484773,4.402561344924174e-05,217.56767970671376,461.03966456554883
cat_sum_14d,False,0.0005485344393990725,-1.869923523876592e-05,0.7574000000000001,1.5041342521176821
b1_route_mixed_order_days_90d,True,0.0005484419438127105,-0.00017785788799444841,0.92447,2.336584879968056
b1_order_gmv_mean_all,True,0.0005378992683861147,0.00013693314902874434,47.539281375777236,83.23826349766281
cat_sum_30d,False,0.0005191737270549658,1.9649104822331704e-05,1.66124,2.938309673760962
gmv_per_active_day_14d,False,0.0005173935789316399,-9.532489125505242e-05,6.756200569621344,33.97469385703726
b1_route_mixed_days_90d,True,0.0005138146102559583,-0.00017415910226735424,3.63768,6.556052063630195
gmv_cat_sum_30d,False,0.0004794084372698309,0.00015425336298965594,7.1001904944266006,65.74512331697231
b1_cart_no_order_days_90d,True,0.0004412621599521444,6.209119486112218e-05,7.0378,8.140685353850577
b1_route_search_only_order_days_90d,True,0.00042621591912827227,5.9152078280214076e-05,4.162610000000001,5.717403139620675
cat_to_cart_sum_7d,False,0.0004258031609971318,3.1872020570356856e-05,0.21372,1.282000604065511
has_search_to_cart_sum_60d,False,0.00042051722929181446,-0.00010576150629670253,7.9387,8.509590206621208
has_cat_to_cart_sum_120d,False,0.0004143685612593298,-5.732615130875408e-05,1.64295,3.781741898114853
b1_post_order_cat_to_cart_sum,True,0.00041013743338780696,-3.428393409572566e-05,0.38836000000000004,3.120748807085662
b1_order_days_count_all,True,0.00039513888985378697,7.038423715635745e-05,16.39595,21.90293164707832
orders_per_active_day_14d,False,0.00036172055230144964,3.519794782624349e-05,0.19677513037368655,0.4394371231654367
to_cart_sum_30d,False,0.00032477785262347963,0.0001259973964246415,12.75703,23.45194176902558
cat_to_cart_sum_14d,False,0.00032273139168096884,2.6497429109973158e-05,0.41247,2.136916783184525
post_order_cart_sum,False,0.0003160902098569624,4.7956419451034025e-05,4.376659999999999,19.734317127362345
post_order_cart_days,False,0.0003047557092836353,-5.656444178532007e-05,1.76843,3.9210971880068297
cat_sum_7d,False,0.00029736985335416854,-6.31930786130936e-05,0.39188999999999996,0.8765014720894675
post_order_search_sum,False,0.0002832799448390956,-0.00020779232796395896,6.02815,10.693890491348682
gmv_cat_sum_14d,False,0.00023272715525593518,-5.328509423719457e-05,3.169482686959915,43.916070557066206
has_search_to_ord_sum_14d,False,0.0002256402760204064,-2.6613189426906148e-05,0.7628999999999999,1.3222293299919445
cat_sum_60d,False,0.000222850212232376,-9.524297941074776e-05,3.3372900000000003,5.5546370709695525
