method,outer_fold,fitting_folds,amount_bin,amount_bin_id,p0_bin,p0_lo,p0_hi,n_cell,weight_sum,c_raw,reliability,c_pre_isotonic,correction,eligible
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[10, 30)",3,3,0.45253963434290834,0.6745065924829241,152,0.002031240380132318,-0.6561877623775463,0.007542675664946407,0.0,0.0,False
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[10, 30)",3,4,0.6745065924829241,inf,0,0.0,0.0,0.0,0.0,0.0,False
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[30, 50)",4,0,-inf,0.09967827925358455,20165,0.250233990920042,0.03956199653500983,0.5020540271380555,0.0,0.0,True
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[30, 50)",4,1,0.09967827925358455,0.26126636611466625,27027,0.32313627941742734,0.05698871178232846,0.5747123992599996,0.0,0.0,True
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[30, 50)",4,2,0.26126636611466625,0.45253963434290834,286,0.003419686974584573,-0.2062364839808097,0.014098392980380558,0.0,0.0,False
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[30, 50)",4,3,0.45253963434290834,0.6745065924829241,0,0.0,0.0,0.0,0.0,0.0,False
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[30, 50)",4,4,0.6745065924829241,inf,0,0.0,0.0,0.0,0.0,0.0,False
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[50, 100)",5,0,-inf,0.09967827925358455,43994,0.5361816421383772,0.03742050785980555,0.6874707003781605,0.0,0.0,True
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[50, 100)",5,1,0.09967827925358455,0.26126636611466625,6020,0.07278692871402627,0.05564186840169289,0.23136049192928518,0.0,0.0,True
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[50, 100)",5,2,0.26126636611466625,0.45253963434290834,27,0.00036353866416983003,-0.8974798203079903,0.0013481799570579716,0.0,0.0,False
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[50, 100)",5,3,0.45253963434290834,0.6745065924829241,0,0.0,0.0,0.0,0.0,0.0,False
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[50, 100)",5,4,0.6745065924829241,inf,0,0.0,0.0,0.0,0.0,0.0,False
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[100, +inf)",6,0,-inf,0.09967827925358455,47826,0.5879629045940757,0.05387587218919455,0.7051278270869578,0.0,0.0,True
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[100, +inf)",6,1,0.09967827925358455,0.26126636611466625,350,0.004568575874759378,0.08808231875168109,0.0171990171990172,0.0,0.0,False
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[100, +inf)",6,2,0.26126636611466625,0.45253963434290834,0,0.0,0.0,0.0,0.0,0.0,False
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[100, +inf)",6,3,0.45253963434290834,0.6745065924829241,0,0.0,0.0,0.0,0.0,0.0,False
ZERO2D,2025-10-16,"[""2025-09-04"", ""2025-09-18"", ""2025-10-02""]","[100, +inf)",6,4,0.6745065924829241,inf,0,0.0,0.0,0.0,0.0,0.0,False
