model,feature,gain,split,gain_share
p07_mid,w7_cat_gmv_share,18.598135948181152,2.0,0.0007060320974881796
p07_mid,w30_cat_gmv_share,18.26876792907715,2.0,0.0006935284576598952
p07_mid,w14_gmv_cat,17.33010015487671,1.8,0.0006578942640337264
p07_mid,w60_presence_rate,16.838906002044677,1.6,0.0006392472964578256
p07_mid,w60_days_buy,16.534732055664062,1.8,0.0006277000871050859
p07_mid,w14_days_buy,15.97009210586548,2.0,0.0006062649320340262
p07_mid,w30_lgmv,15.579604148864746,1.6,0.0005914410253751405
p07_mid,w14_lgmv,15.248065757751466,1.6,0.000578854992757261
p07_mid,w180_presence_rate,14.968745994567872,1.6,0.0005682513108173137
p07_mid,w180_lgmv,12.607026100158691,1.2,0.0004785944734130066
p07_mid,w14_presence_rate,12.472858142852782,1.4,0.0004735011197255012
p07_mid,w7_gmv_cat,9.55402593612671,1.2,0.00036269489533437337
p07_mid,w90_presence_rate,6.137709999084473,0.6,0.00023300293515983147
p07_mid,w60_lgmv,4.905259895324707,0.4,0.00018621602413651837
p07_mid,w30_presence_rate,4.466926002502442,0.4,0.00016957576520886336
p07_mid,w7_lgmv,4.36786003112793,0.4,0.00016581497134467556
p07_mid,w7_days_buy,3.7649518966674806,0.4,0.00014292705956944058
p07_mid,w60_gmv30eq,1.8191400527954102,0.2,6.905913961907077e-05
p07_mid,w14_gmv30eq,0.0,0.0,0.0
p07_mid,w30_gmv30eq,0.0,0.0,0.0
p07_mid,w180_gmv30eq,0.0,0.0,0.0
p07_mid,w7_gmv30eq,0.0,0.0,0.0
p07_mid,w90_gmv30eq,0.0,0.0,0.0
